N,Tema,Artista,Compositor,Lugar,Año,Ritmo,Fuente,Letra,Realizado por,letra en Spotify,Añadido a Spotify,Observaciones,...14,archivo,contenido,Ira,Anticipacion,Asco,Miedo,Alegria,Tristeza,Sorpresa,Confianza,Negativo,Positivo,id,popularity,name,album,artists,type,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,...22,...23,...24,...25,...26,...27,...28,...29,...30,...31,...32,...33,...34,...35,...36
160,Cañita Cañaveral,Luisa Molina,-,NA,1990,Huayño,Spotify,160.txt,Javi,TRUE,NA,NA,NA,160.txt,"Quien te ha dicho que me quieras
Siendo wawa todavía
Quien te ha dicho que me quieras
Siendo wawa todavía

Me hacen daño tus mentiras
Quien curará mis heridas
Me hacen daño tus mentiras
Quien curará mis heridas

Cañita cañaveral
Por tu culpa voy a llorar
Cañita cañaveral
Por tu culpa pago mi mal

Yo te quise no lo niego
Ahora olvídame te ruego
Yo te quise no lo niego
Ahora olvídame te ruego

Tanto nadar junto al río
Para morir en la orilla
Tanto nadar junto al río
Para morir en la orilla

Cañita cañaveral
Por tu culpa voy a llorar
Cañita cañaveral
Por tu culpa pago mi mal

Me hacen daño tus mentiras
Quien curará mis heridas
Me hacen daño tus mentiras
Quien curará mis heridas

Cañita cañaveral
Por tu culpa voy a llorar
Cañita cañaveral
Por tu culpa pago mi mal
",2,1,3,3,1,6,0,0,10,1,1yeCMkw8RgwqhpTppdnSc1,27,Cañita Cañaveral,Mi Vida Hecha Canción,Luisa Molina,track,spotify:track:1yeCMkw8RgwqhpTppdnSc1,0.531,0.558,0,-5.914,1,0.0442,0.798,0,0.0823,0.664,84.414,192813,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,Hoy Me Iré,Dalmiro Cuellar,Huascar Gustavo Aparicio,NA,NA,Huayño,Spotify,161.txt,Javi,TRUE,NA,NA,NA,161.txt,"¡Ese huayñito!

Mi pobre corazón
Que tuyo fue
Hoy ya no es más

Mucho lo hiciste sufrir
No quiere saber
Ni un poquito de ti

Si culpable soy yo
Me enamoré
Sin comprender

Ciego de pasión, no vi
Escondía tu piel
El amargo despiel

Hoy me iré, me alejaré
Y nunca más volveré
Mi corazón está herido
No quiere saber
Ni un poquito de ti

Hoy me iré, me alejaré
Y nunca más volveré
Mi corazón está herido
No quiere saber
Ni un poquito de ti

Pobre mi corazón
¿Cómo sufre?
¡Ay, ay, ay, ay, ay!

Mi pobre corazón
Que tuyo fue
Hoy ya no, es más

Mucho lo hiciste sufrir
No quiere saber
Ni un poquito de ti

Hoy me iré, me alejaré
Y nunca más volveré
Mi corazón está herido
No quiere saber
Ni un poquito de ti

¡Ay, ay, ay, ay, ay!
Con sentimiento
Como me duele mi vida
¡Uh-ah!

Hoy me iré, me alejaré
Y nunca más volveré
Hoy me iré, me alejaré
Y nunca más volveré

Mi corazón está herido
No quiere saber
Ni un poquito de ti
Ni un poquito de ti
Ni un poquito de ti",2,1,2,2,1,4,1,1,7,3,1bjKWtPYWHigSaLJ3mVsG4,40,Hoy Me Iré,El Criollo,Dalmiro Cuellar,track,spotify:track:1bjKWtPYWHigSaLJ3mVsG4,0.63,0.476,10,-7.56,1,0.0323,0.535,0,0.114,0.75,93.504,234516,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,Mamita,Kala Marka,"Hugo Gutiérrez, Rodolfo Choque",NA,1992,Huayño,Spotify,162.txt,Abi,TRUE,NA,https://musicaandina2011.blogspot.com/search?q=mamita,NA,162.txt,"El sol se levanta en el campo helado
Con tu pollera usada por los años
Que baile del viento del altiplano
Hallan ovejitas a la cordillera

Para luchar contra esta vida dura
Solo te ayuda la linda hoja de coca
Mamita linda tus ojeras
Son el orgullo de la pachamama

Mamita estás rezando por la tierra
Hasta la luna se queda muda
Ni hablar de la lluvia y el sol
Dónde estarán tus sueños perdidos

Mamita estás rezando por la tierra
Hasta la luna se queda muda
Ni hablar de la lluvia y el sol
Dónde estarán tus sueños perdidos

Una suela de callo se ha formado
En tus pies rajados por la helada
Tu vientre, tus senos son arrugados
Como la tierra que ha dado tanto fruto

A pesar de esta vida que es tan dura
Tu cuerpo resplandece de este amor
Que solamente las madres tienen
Mamita linda te amo y adoro

Te vas bailando en tu altiplano
Como una estrella wara warita
La luna refleja tus trenzas negras
Tejidos con hilos de plata

Te vas bailando en tu altiplano
Como una estrella wara warita
La luna refleja tus trenzas negras
Tejidos con hilos de plata",0,2,0,0,5,0,1,2,0,9,3Vs6HBYUlFzo9gzvH5v7Vg,31,Mamita,Lo Mejor,Kala Marka,track,spotify:track:3Vs6HBYUlFzo9gzvH5v7Vg,0.701,0.321,4,-17.467,0,0.318,0.166,0,0.115,0.661,143.827,296600,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,Leydi,Pasión Andina,Luis Aguilar,NA,2005,Tinku,Spotify,163.txt,Abi,TRUE,NA,NA,NA,163.txt,"Al fin te encontré
Mi amada, Leydi
Por siempre

¡Leydi!

Yo quise encontrar
Un gran cariño y no lo pude hallar
Sí, tanto busqué
Y al fin en mi camino te encontré
Leydi, cielo azul
Sol de las mañanas, mi alegría de vivir
Leydi, suave tu piel
Tus ojos, tu sonrisa, me enseñaron a querer
Leydi, mi amor
Leydi, mi amor

¡Vida!

Yo quise encontrar
Un gran cariño y no lo pude hallar
Sí, tanto busqué
Y al fin en mi camino te encontré
Leydi, cielo azul
Sol de las mañanas, mi alegría de vivir
Leydi, suave tu piel
Tus ojos, tu sonrisa, me enseñaron a querer
Leydi, mi amor
Leydi, mi amor
Leydi, mi amor
Leydi, mi amor",0,2,0,0,5,2,3,3,1,6,1BCIbOyN2phkNBhOrKXrNw,37,Leydi,Perdóname,Pasión Andina,track,spotify:track:1BCIbOyN2phkNBhOrKXrNw,0.526,0.937,7,-4.211,0,0.0469,0.536,1.79e-5,0.182,0.8,162.957,248747,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,Chacarera Enamorada,Juan Enrique Jurado,Juan Enrique Jurado,Tarija,2001,Chacarera,Spotify,164.txt,Javi,TRUE,Si,NA,NA,164.txt,"Vení Enrique cantemos esta chacarera enamorada para nuestras amadas
Vamos chaqueño cantémosle con ganas

Cómo no voy a quererte si tus caricias me halagan
Si tu mirada me mata y tu sonrisa me salva
Amo tu modo de andar segura con gallardía
Por donde pasas alumbras, donde estés hay alegría.

Bella de forma y figura, bella como vos ninguna
Por la belleza de tu alma me has causado esta locura
Chacarera enamorada, que me sale desde adentro
Para cantarle a mi amada dueña de mis sentimientos

(Que venga la segundita no más; fuerza, fuerza chacarera)

Como no voy a quererte, si entre tus brazos me embeleso
Juntos subimos al cielo entre caricias y besos
Es la luz de tu mirada la que alumbra mi camino
En el vaivén de tus pasos me llevas a mi destino

El amor que tú me has dado es valiente y decidido
Yo te la entrego a mi vida y pongo a Dios de testigo
Chacarera enamorada que me sale desde adentro
Para cantarle a mi amada dueña de mis sentimientos
",4,5,2,7,7,3,3,6,6,13,2ryVjvswQCkliW73EXjD5h,17,Chacarera Enamorada,Corazón de Sud América,Juan Enrique Jurado,track,spotify:track:2ryVjvswQCkliW73EXjD5h,0.517,0.723,6,-3.703,0,0.215,0.515,0,0.106,0.859,80.533,138467,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,A Bailar el Brincao,Aldo Peña,"Aldo Peña, Julio Kempff S.",NA,NA,Brincao,Spotify,165.txt,Javi,TRUE,NA,NA,NA,165.txt,"A bailar el brincao

A mí me gusta bailar, cuando quiero divertirme
A mí me gusta gozar, me gusta brincar no puedo tullirme
No importa con quien yo bailo, lo que quiero es alegrarme
Con una flaca, una gorda, una choca o una negra yo quiero casarme

Por eso bailo brincao, brincao, brincao hasta calentarme
Mejor si estoy bien chupao’, chupao’, chupao’ para enamorarme
Por eso bailo brincao, brincao, brincao hasta calentarme
Mejor si estoy bien chupao’, chupao’, chupao’ para enamorarme

Brinco pa’ delante, brinco para atrás
Manos en las caderas, te calienta más
Brinco pa’ delante, brinco para atrás
Manos en las orejas, me calienta más

Por eso bailo brincao, brincao, brincao hasta calentarme
Mejor si estoy bien chupao’, chupao’, chupao’ para enamorarme
Por eso bailo brincao, brincao, brincao hasta calentarme
Mejor si estoy bien chupao’, chupao’, chupao’ para enamorarme

A mí me gusta bailar, cuando quiero divertirme
A mí me gusta gozar, me gusta brincar no puedo tullirme
No importa con quien yo bailo, lo que quiero es alegrarme
Con una flaca, una gorda, una choca o una negra yo quiero casarme

Por eso bailo brincao, brincao, brincao hasta calentarme
Mejor si estoy bien chupao’, chupao’, chupao’ para enamorarme
Por eso bailo brincao, brincao, brincao hasta calentarme
Mejor si estoy bien chupao’, chupao’, chupao’ para enamorarme

Brinco pa’ delante, brinco para atrás
Manos en la colita, te calienta más
Brinco pa’ delante, brinco para atrás
Manos en las tetonas, me calienta mas

Por eso bailo brincao, brincao, brincao hasta calentarme
Mejor si estoy bien chupao’, chupao’, chupao’ para enamorarme
Por eso bailo brincao, brincao, brincao hasta calentarme
Mejor si estoy bien chupao’, chupao’, chupao’ para enamorarme

Brinco pa’ delante, brinco para atrás
Mano en la bellota, me calienta más
Brinco pa’ delante, brinco para atrás
Manos en la colita, ya me gusta más

Por eso bailo brincao, brincao, brincao hasta calentarme
Mejor si estoy bien chupao’, chupao’, chupao’ para enamorarme
Por eso bailo brincao, brincao, brincao hasta calentarme
Mejor si estoy bien chupao’, chupao’, chupao’ para enamorarme
",0,0,0,0,0,0,0,0,0,0,2fZWoFZxRgCnuEJPr70f3p,12,A Bailar el Brincao,Con la Magia Del Brincao,Aldo Peña,track,spotify:track:2fZWoFZxRgCnuEJPr70f3p,0.89,0.644,9,-8.224,1,0.133,0.617,0,0.0957,0.788,124.869,218880,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,La danza del Triunfo,Trio Oriental,"Eduardo Velasco Rivero, Cirilo Yaca Emata",Beni,NA,Macheteros,Spotify,166.txt,Javi,TRUE,Si,NA,NA,166.txt,"Mi San Ignacio querido 
Pueblo valiente del Paitití 
Mi San Ignacio querido 
Pueblo valiente del Paitití 

Sos orgullo del camba 
Que lucha incesante para vivir
Sos orgullo del camba 
Que lucha incesante para vivir

Machetero de mi pueblo 
Que con tu danza haces vibrar
Machetero de mi pueblo 
Que con tu danza haces vibrar 

Baila que baila tu ritmo 
Llevando tu ofrenda frente al altar
Baila que baila tu ritmo 
Llevando tu ofrenda frente al altar 

Nos veremos cada vez 
Que llegue la fiesta de nuestro patrón
Nos veremos cada vez 
Que llegue la fiesta de nuestro patrón

San Ignacio de Loyola 
Tu ejemplo es digno de recordar 
San Ignacio de Loyola 
Tu ejemplo es digno de recordar 

Santo entre todos los Santos 
Junto a nuestro pueblo siempre estarás
Santo entre todos los Santos 
Junto a nuestro pueblo siempre estarás

Machetero de mi pueblo 
Que con tu danza haces vibrar 
Machetero de mi pueblo 
Que con tu danza haces vibrar 

Baila que baila tu ritmo 
Llevando tu ofrenda frente al altar
Baila que baila tu ritmo 
Llevando tu ofrenda frente al altar

Machetero alegre estás 
Bailando tu ritmo tradicional
Danzarín multicolor 
que alegras la gran fiesta patronal

Machetero alegre estás 
Bailando tu ritmo tradicional
Danzarín multicolor 
que alegras la gran fiesta patronal

Machetero loco, machetero loco
Baila tu ritmo, baila tu danza
Que es tradicional, que es tradicional

Machetero loco, machetero loco
Baila tu ritmo, baila tu danza
Que es tradicional, que es tradicional
",8,6,1,7,14,4,6,8,12,22,2KSXxAdRrAJQVvqm8vQEyZ,0,La danza del Triunfo,Nuestro Santa Cruz,Trio Oriental,track,spotify:track:2KSXxAdRrAJQVvqm8vQEyZ,0.642,0.872,0,-7.043,1,0.22,0.552,0,0.0675,0.924,176.13,241307,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,Piama,Trio Oriental,Recopilación Roger Becerra,Beni,1991,Chovena mojeña,Spotify,167.txt,Javi,TRUE,NA,NA,NA,167.txt,"Piama, piama etaneridad (Dame, dame esa tutuma)
Nicuti chayaré chucuraté, (Que es para medir el chocolate,)
Piama, piama etaneridad (Dame, dame esa tutuma)
Nicuti chayaré chucuraté, (Que es para medir el chocolate,)

No tei pauresa, samirai (Como soy pobre no tengo plata)
Naja, naji, raji temuracanú. (Nadie, nadie, nadie me quiere aquí.)
No tei pauresa, samirai (Como soy pobre no tengo plata)
Naja, naji, raji temuracanú. (Nadie, nadie, nadie me quiere aquí.)

Piama, piama etaneridad (Dame, dame esa tutuma)
Nicuti chayaré chucuraté, (Que es para medir el chocolate,)
Piama, piama etaneridad (Dame, dame esa tutuma)
Nicuti chayaré chucuraté, (Que es para medir el chocolate,)

No tei pauresa, samirai (Como soy pobre no tengo plata)
Naja, naji, raji temuracanú. (Nadie, nadie, nadie me quiere aquí.)
No tei pauresa, samirai (Como soy pobre no tengo plata)
Naja, naji, raji temuracanú. (Nadie, nadie, nadie me quiere aquí.)

Dame, dame esa tutuma
Que es para medir el chocolate, 
Dame, dame esa tutuma
Que es para medir el chocolate, 

Como soy pobre no tengo plata
Nadie, nadie, nadie me quiere así.
Como soy pobre no tengo plata
Nadie, nadie, nadie me quiere así.

Dame, dame esa tutuma
Que es para medir el chocolate, 
Dame, dame esa tutuma
Que es para medir el chocolate, 

Como soy pobre no tengo plata
Nadie, nadie, nadie me quiere así.
Como soy pobre no tengo plata
Nadie, nadie, nadie me quiere así.",0,1,0,0,1,1,0,2,1,2,72MtV7yadSOn56BVw8U6ua,1,Piama,Santa Cruz de Antaño,Trio Oriental,track,spotify:track:72MtV7yadSOn56BVw8U6ua,0.758,0.587,7,-7.681,1,0.0574,0.628,0,0.0689,0.931,91.999,199867,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,El Trasnochador,"Camba ""Sota"" Pedro Flores",Nicolás Menacho / Raúl Otero Reiche,NA,NA,Taquirari,Spotify,168.txt,Javi,TRUE,Si,falta sincronizar,NA,168.txt,"Yo soy el trasnochador
Tunando en la oscuridad
Y en estas noches de amor
Voy buscando la luz de tu dulce mirar

Por que el pasado se fue
Llevándose la canción
Del corazón en aquellas
Románticas noches que no olvidaré

La guitarra es un rojo clavel
Perfumando el secreto jardín
De las horas vividas ayer
Cuando estabas tan cerca de mí
Solo queda el aroma de un grato placer
Y el rubor de la luna de abril

Por eso sigo mi bien
Tunante y trasnochador
Huyéndole a mi dolor
Perdido el placer, perdido el amor

Por eso sigo mi bien
Tunante y trasnochador
Huyéndole a mi dolor
Perdido el placer, perdido el amor

La guitarra es un rojo clavel
Perfumando el secreto jardín
De las horas vividas ayer
Cuando estabas tan cerca de mí
Solo queda el aroma de un grato placer
Y el rubor de la luna de abril

Por eso sigo mi bien
Tunante y trasnochador
Huyéndole a mi dolor
Perdido el placer, perdido el amor

Por eso sigo mi bien
Tunante y trasnochador
Huyéndole a mi dolor
Perdido el placer, perdido el amor",1,1,1,3,2,9,2,3,12,4,1xXwvkTPRm0UFk5ppNprzh,4,El Trasnochador,Magia del Sentimiento Camba,"Camba ""Sota"" Pedro Flores",track,spotify:track:1xXwvkTPRm0UFk5ppNprzh,0.411,0.399,8,-14.76,0,0.0419,0.812,0.182,0.0887,0.818,164.684,167158,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,Viva Trinidad,Embajadores del Beni,"Roger Becerra, Hormando Ortiz",Beni,NA,Taquirari,Spotify,169.txt,Javi,TRUE,NA,NA,NA,169.txt,"Mi tierra es la gran tierra de los Moxos
Esforzados y valientes por la patria y el hogar
Que llevan en su pecho toda el fuego
De la jungla calentada por el padre nuestro sol

Su brazo siempre en alto con el Acha
Con la azada, con el lazo, la picota y el puñal
Está lista la defensa de la patria
Nuestros hijos, las mujeres, el ser débil y el hogar

Es por eso mi cantar
Cual arroyo bullidor
Y la brisa matinal
Que mese la flor

Viva, viva nuestro sol
La laguna y el jaral
Viva el torno trinador
Viva Trinidad

Luchamos como fieras en la selva
Y en los llanos, reforzando la grandeza del hogar
Con los ojos siempre fijos en la antorcha
De los cielos matizados de un eterno rosibel

No hay tranquera que detenga nuestro avance
Cuando el camba dice, 'vamos con valor a triunfar'
Que en la vida con esfuerzo se realiza
Los designios del que quiere, su ventura, cimentar

Es por eso mi cantar
Cual arroyo bullidor
Y la brisa matinal
Que mese la flor

Viva, viva nuestro sol
La laguna y el jaral
Viva el torno trinador
Viva Trinidad",3,4,0,3,7,2,2,8,3,16,1DJmx5ZCr0Qkgyi0v6ikvp,14,Viva Trinidad,El Mejor Joyero Musical del Oriente Boliviano Vol. 5,Embajadores del Beni,track,spotify:track:1DJmx5ZCr0Qkgyi0v6ikvp,0.657,0.589,10,-8.508,0,0.0498,0.324,0,0.0522,0.966,84.513,141227,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,Rosita Pochi - Arete Guasu,Thola Claudio,Tradicional Ava Guaraní,NA,NA,Atico,Spotify,170.txt,Javi,TRUE,Si,falta sincronizar,NA,170.txt,"Rosita, Rosita pochi (Rosita, Rosita mala)
emecheve amor emecheve demederete (dame tu alma, dame tu amor)
demahepora baepota (dame tu cuerpo, hermosa flor)
chendive reicota (conmigo vas a vivir)

Rosita, Rosita pochi (Rosita, Rosita mala)
chevo chapia chencodeya (yo soy chapia, yo soy tu dueño)
Cuevo peguache chepiacavi (yo soy de Cuevo, de lo más bueno)
chendive reicota (conmigo vas a vivir)

Rosita, Rosita mala
dame tu alma, dame tu amor
dame tu cuerpo, hermosa flor,
conmigo vas a vivir

Rosita, Rosita mala
yo soy chapia, yo soy tu dueño
yo soy de Cuevo, de lo más bueno
conmigo vas a vivir

Arete, arete guasu (Carnaval, de mi querencia)
Keape cheäkañ+ (Donde yo olvido)
Chep+at+t+ä, (Penas y tristezas)
Chep+at+t+ä (Penas y tristezas)

Angua reve jare temimbi (Con la tambora y la flautita)
Aipota apirae (Quiero yo disfrutar)
Yayere yere, Kuñatai ndive (En la ruedita, con mi cuñita)
Aipota apirae. (Bailando sin parar)
Aipota apirae. (Bailando sin parar)

Yakau, kagüi ikavi (Tomemos, la rica chicha)
Omee ñande (Que nos invita)
Kuña tenta iya. (La dueña de casa)
Kuña tenta iya. (La dueña de casa)

Angua reve jare temimbi (Con la tambora y la flautita)
Aipota apirae (Quiero yo disfrutar)
Yayere yere, Kuñatai ndive (En la ruedita, con mi cuñita)
Aipota apirae. (Bailando sin parar)
Aipota apirae. (Bailando sin parar)

Carnaval de mi querencia
Donde yo olvido,
Penas y tristezas,
Penas y tristezas.

Con las tamboras y las flautitas
Quiero yo disfrutar,
En las rueditas con las cuñitas
Bailando sin parar
Bailando sin parar

Tomamos la rica chicha
Que nos invita
La dueña de casa
La dueña de casa

Con las tamboras y las flautitas
Quiero yo disfrutar
En las rueditas con las cuñitas
Bailando sin parar
Bailando sin parar",1,2,0,1,5,0,1,2,1,9,1nFBFRaiQOQee5GLIy4xJC,21,Rosita Pochi,Rosita Pochi,Thola Claudio,track,spotify:track:1nFBFRaiQOQee5GLIy4xJC,0.685,0.787,10,-6.638,0,0.035,0.343,1.68e-4,0.049,0.913,96.883,348500,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,Cara de Ovejas,Los Llajuas,A.A.D.D. SOBODAYCOM,NA,NA,Caporal,Spotify,171.txt,Javi,TRUE,NA,NA,NA,171.txt,"Negro alicate (negro alicate)
Anda por agua (anda por agua)
Vuelve con Wawa (vuelve con Wawa)
Ay, ay-ay-ay (ay, ay-ay-ay)
Ay (ay)
Ay (ay)

Fuerza, mi negro
Es así nomás
Fuerza zambo caporal
Maldita sea esa vieja
Esos son Los Llajuas de Oruro

Casarme contigo quiero
Pero tu mamá no quiere
Pero tu mamá no quiere

Casarme contigo quiero
Pero tu mamá no quiere
Pero tu mamá no quiere

Maldita sea esa vieja
Con su cara de oveja
Con su cara de oveja

Maldita sea esa vieja
Con su cara de chancleta
Con su cara de chancleta

Negrita linda (negrita linda)
Vente conmigo (vente conmigo)
Somos Los Llajuas (somos Los Llajuas)
Ven a bailar (ven a bailar)
Ay (ay)
Ay (ay)

Casarme contigo quiero
Pero tu papá no quiere
Pero tu papá no quiere

Casarme contigo quiero
Pero tu papá no quiere
Pero tu papá no quiere

Maldita sea ese viejo
Con su cara de conejo
Con su cara de conejo

Maldita sea ese viejo
Con su cara de conejo
Con su cara de conejo",1,0,1,2,0,3,0,1,5,2,3akem0u1qZVl8OaB5gGSUJ,26,Cara de Ovejas,Para Que Les Pique...,Los Llajuas,track,spotify:track:3akem0u1qZVl8OaB5gGSUJ,0.725,0.518,0,-8.135,1,0.26,0.623,0,0.097,0.583,139.577,213304,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
